,Make,count
2089,HUEBNER,1
2090,HELTON,1
2091,MCKEEHAN JAMES F,1
2092,BEECH AIRCRAFT CORP,1
2093,HELDEBERG DESIGN,1
2094,EXTRA FLUGZEUGPRODUKTIONS-GMBH,1
2095,BABCOCK,1
2096,COLUMBIA AIRCRAFT MFG.,1
2097,"CORTESY, JOHN E",1
2098,KITFOX IV,1
2099,NOLAN,1
2100,HUTTON,1
2101,POULIN L/CULLEN D,1
2102,VAN HEESWYK,1
2103,AEROS,1
2104,LUCAS D E/ LUCAS K A,1
2105,HARMS ROBERT M,1
2106,MAGGS,1
2107,KINDIG,1
2108,MKII CORPORATION,1
2109,PIPER CUB CRAFTERS,1
2110,CLARKE COLIN,1
2111,MARRIN,1
2112,BRITISH AIRCRAFT CORP. (BAC),1
2113,STEVEN HARDIE,1
2114,PLOCHER,1
2115,DAVID JARRETT,1
2116,HASCH,1
2117,NUNN,1
2118,MCNICHOLAS,1
2119,NICELY,1
2120,EBERSOLE,1
2121,ANTHONY J. BENCIVENGA,1
2122,TRINIDAD,1
2123,AMERICAN AIR RACING,1
2124,FUREY,1
2125,"EKORNAAS, FRED",1
2126,ROOT,1
2127,"WEAVER, DAVID A",1
2128,ORTIZ G/SAINT J,1
2129,JEFFREY WILSON,1
2130,LANGLEY,1
2131,FLY BY SEA CO,1
2132,EVERSON,1
2133,LAMBERT JOHN G,1
2134,INDUS,1
2135,DUSENBERRY,1
2136,RITTAL,1
2137,RAYTHEON CO,1
2138,EAA BIPLANE,1
2139,WILLIAM P. CROWELL,1
2140,MARCELLUS,1
2141,RAJHAMSA,1
2142,SAUNDERS,1
2143,RODGERS,1
2144,CHRAPCZYNSKI,1
2145,PHANTOM SPORT AIRPLANE,1
2146,DTA SARI,1
2147,BUSH CADDY USA,1
2148,HAMILTON,1
2149,HORTON,1
2150,EVEKTOR AEROTECHNIC,1
2151,NIVA,1
2152,NETZ,1
2153,MELLEMA,1
2154,BUTTLES,1
2155,"SIX CHUTTER, INC.",1
2156,MAPES,1
2157,STOUT GORDON,1
2158,QUICKSILVER MANUFACTURING,1
2159,ACKERT,1
2160,FALCON SAFETY CRAFT INC,1
2161,KRUEGER,1
2162,SLAGLE,1
2163,WELCH,1
2164,ZIERMANN,1
2165,"WOOTTON, JOHN",1
2166,ELDREDGE,1
2167,PORTMAN,1
2168,FOUND ACFT,1
2169,HEIN,1
2170,LEROHL,1
2171,BARNARD/STANCIL,1
2172,DEAN PATRICK G,1
2173,CORSARIO,1
2174,DESOUSA,1
2175,POSER,1
2176,WALTERMIRE,1
2177,MACADAMS,1
2178,AIRINDUS,1
2179,NORTH AMERICAN ROCKWELL CORP.,1
2180,KIDD CHRIS,1
2181,KAYLOR J E/STRAHLMANN R L,1
2182,KRAL,1
2183,SQUIER,1
2184,WOOTERS,1
2185,FISHER AERO,1
2186,PIAGGIO AERO INDUSTRIES S.P.A.,1
2187,SENFT/ANDERSON/SALMON,1
2188,MESSING ROY,1
2189,WARD RC,1
2190,BLAIR,1
2191,PLOOF PROGRESSIVE AERODYNE'S,1
2192,"VELTMAN, ROBERT",1
2193,BAGNALL HAROLD E,1
2194,DYE,1
2195,"WRB ASSOCIATES, LLC.",1
2196,KELLY,1
2197,DANIEL R. LLOYD,1
2198,"GLUFF, ALAN",1
2199,BLONDIN,1
2200,KAMAN,1
2201,SCOTTISH,1
2202,SEA & AIR SALES,1
2203,"BRAND, RICHARD",1
2204,"GODWIN, DAVID P",1
2205,HERINK H R/HERINK R W,1
2206,SWEARINGEN T R/MASTERS W,1
2207,PORTER GLEN,1
2208,TRAXLER JOHN N,1
2209,JONSSON,1
2210,RICK CAMPBELL,1
2211,MARLMAN,1
2212,RUDOLPH RALPH MONROE,1
2213,MARRERO ANDRES,1
2214,MOORE GLENN,1
2215,KEVIN ELDREDGE,1
2216,DOYLE-MICHAEL,1
2217,FRITZ,1
2218,ROBERT FRISBEY,1
2219,ROACH NEIL,1
2220,BURKHOLDER JIMMY C,1
2221,SHNIDERMAN ERVIN STANLEY,1
2222,NELAND RICHARD L,1
2223,TAYLORCRAFT CORPORATION,1
2224,AERONCA AIRCRAFT CORPORATION,1
2225,MCCURDY,1
2226,GATES LEARJET CORPORATION,1
2227,KENNETH K KNOWLES,1
2228,HOWES,1
2229,WAYNE O ROBINSON,1
2230,REIMUS,1
2231,T51 INC.,1
2232,KREPS,1
2233,SEHER,1
2234,MERRELL STEPHEN,1
2235,LAVIGNA,1
2236,HESS JOHN L,1
2237,STEVEN G GOONEN,1
2238,REAMER,1
2239,MICHEL PAUL JOHN,1
2240,MICHAEL MURATORE,1
2241,JOHNSON BARRON T,1
2242,LANTZAIR FLYERS INC,1
2243,PZL,1
2244,ROWLAND,1
2245,INMAN J D,1
2246,HALL STEVEN C,1
2247,GULFSTREAM AEROSPACE CORP,1
2248,JONES RODNEY V,1
2249,MULEC FRANK A,1
2250,SIEMER JAMES H,1
2251,DICKSON VANS AIRCRAFT,1
2252,ULTRA FLIGHT LLC,1
2253,AEROSPATIALE ALENIA,1
2254,COX WILLIAM M,1
2255,D-FLY,1
2256,DENNY AEROCRAFT,1
2257,PARKS JERRY R,1
2258,ROGERS KENNETH J,1
2259,THORNTON,1
2260,HAWKINS AUGUST E,1
2261,FUHRMANN-SUPER EMERAUDE,1
2262,UPTON,1
2263,SMYSOR KEVIN,1
2264,RICHARD RANK,1
2265,FAGAN,1
2266,ART LEE DELANO,1
2267,WINSHIP KENT S,1
2268,GOSSARD RONALD F,1
2269,WESTERHOUT/GAGNIER,1
2270,HOWARD WILLIAM C,1
2271,LANHAM,1
2272,HAZELWOOD MICHAEL S,1
2273,POLIT,1
2274,HOLSCLAW FRANCIS E,1
2275,MILESKI,1
2276,STORCH AVIATION AUSTRALIA PTY,1
2277,JOHNSTON COYT E,1
2278,GENTRY JOHN K,1
2279,PENSINGER,1
2280,EXPLORER AERONAUTIQUE INC.,1
2281,WEINBERG,1
2282,GOODACRE,1
2283,MCGRATH ROBERT F,1
2284,GAYNOR DONALD J,1
2285,ARGENCE,1
2286,MAX A BOESIGER JR,1
2287,ENGINEERING AND RESEARCH,1
2288,SUNGKWON KIM,1
2289,JORDAN DON R,1
2290,T BIRD,1
2291,BRINKER / GARNER,1
2292,GLADSTONE,1
2293,ALEXANDER THOMAS P,1
2294,MARTIN EDWARD H,1
2295,AMERICAN LONGEVITY CORP,1
2296,WHITEHEAD,1
2297,MARLIN,1
2298,"CAPRA, SALVATORE O",1
2299,LASEURE,1
2300,KEELEY/TIDD,1
2301,ELLUMAX LEASING LLC,1
2302,VALENTIN,1
2303,KIMBALL ENTERPRISES INC,1
2304,LEROY LAKEY,1
2305,IVERSEN,1
2306,ANGLIN,1
2307,COLLARD,1
2308,FLYNN VAN,1
2309,EVEKTOR AEROTECHNIK AS,1
2310,OUZTS RODNEY,1
2311,LYONS,1
2312,FALK,1
2313,MORANE-SAULNIER,1
2314,DICKEY,1
2315,STEVEN A. JONES,1
2316,BOWMAN,1
2317,POWRACHUTE,1
2318,WALKER,1
2319,ROUSE,1
2320,ROBERTO P. GARCIA,1
2321,EBERLE,1
2322,WHEAT,1
2323,FERREE,1
2324,NTBK,1
2325,MURRAY FRANK H,1
2326,HAINES,1
2327,OSBORNE,1
2328,PRENDERGAST,1
2329,TARANTOLA,1
2330,CARRITHERS CARL L,1
2331,WRIGHT,1
2332,STITS AIRCRAFT,1
2333,J. E. DOUGLAS,1
2334,DROCHAK,1
2335,HOLMES ARTHUR ORMAN,1
2336,SPORT FLIGHT,1
2337,"NICHOLS RANS, INC.",1
2338,INDY AIRCRAFT LTD,1
2339,AERO SP Z O O (GOBOSH),1
2340,HOWELL,1
2341,MORRIS GEORGE,1
2342,MARSHALL JAMES J,1
2343,TUTH,1
2344,GRIMES BARRY R,1
2345,BOLENBAUGH PHILLIP WILLIAM,1
2346,RAYTHEON COMPANY,1
2347,WSL PZL,1
2348,BRISTOL,1
2349,FOWLER,1
2350,MOSER GEORG,1
2351,KILLGORE,1
2352,SACREY W MICHAEL,1
2353,EUROPRO CZ,1
2354,HOLM MICHAEL J,1
2355,BRENNAN,1
2356,ANTONOVICH ANTON B,1
2357,BONDE,1
2358,VELOCITY INC,1
2359,STEELE  JOHN J,1
2360,HARGETT,1
2361,HEISLER,1
2362,MOSES TIM C,1
2363,ROYSE DAVID,1
2364,CHAMBERLIN VICTOR WAYNE,1
2365,ANDERSON R E/ABROMAVICH L J,1
2366,SILFVAST,1
2367,HILDERSON OSWALD,1
2368,HARTTER LENNY J,1
2369,FOX JACK G,1
2370,JOHNSON LEONARD G,1
2371,MILLER J KIRTLEY,1
2372,PARTENAVIA SPA,1
2373,DAVIS DANIEL T,1
2374,HAUSER U/HAUSER J,1
2375,LAIRD,1
2376,HOOD,1
2377,GIER TRAVIS H,1
2378,COX CLYDE H,1
2379,HELIE,1
2380,LIEN,1
2381,WASSON LOEHLE,1
2382,STEPPLING,1
2383,SADLER,1
2384,SMITH WYLIE JAY,1
2385,DIEHL WILLIAM A,1
2386,DEBUS J / MOUNTAIN S / BOWES E,1
2387,TETRAULT RONAD,1
2388,DUFAULT MARK V,1
2389,MILTENBERGER,1
2390,BRUBAKER,1
2391,DIAMOND AIRCRAFT INDUSTRY INC,1
2392,SNELLING,1
2393,INDUS AVIATION INC,1
2394,PIPER AEROSTAR,1
2395,BERRIE,1
2396,SORRELL AIRCRAFT,1
2397,NAGEL,1
2398,CUB CRAFTERS INC.,1
2399,ANDERSON,1
2400,HAMMER,1
2401,JERRY GARRISON,1
2402,MAYSMIKE,1
2403,WELLS,1
2404,PRICE,1
2405,AMERICAN GENERAL AIRCRAFT,1
2406,CLEVELAND ORSON,1
2407,WILLIAM F. LAIR,1
2408,R. JAMES THORNE,1
2409,CLEMENT-KAZMIERCZAK,1
2410,DANBROOK,1
2411,MENEFEE,1
2412,LARRY WOODS,1
2413,DANTZER LAWRENCE L,1
2414,BOLGER SCOTT,1
2415,SAWYER,1
2416,VILLENEUVE,1
2417,FRAKER,1
2418,LOEHLE ENT.,1
2419,WILFORD J. TOLMAN,1
2420,GLENN L SMITH,1
2421,KAUFFMAN,1
2422,KOLB COMPANY,1
2423,MATHEWS,1
2424,AEROSPORT,1
2425,AEROSTAR,1
2426,FRANK TURBEN,1
2427,HOLLMAN,1
2428,BURKE-PARKER,1
2429,NORMAN NEGUS,1
2430,"EMORY W. GREER, JR.",1
2431,RANS INC.,1
2432,MOLINO OY,1
2433,CURTIS-WRIGHT,1
2434,STEEL/VANS,1
2435,MESHKO ZENAIR,1
2436,CARLISLE,1
2437,HENRY,1
2438,SCHUCHART,1
2439,THOMSON,1
2440,GRANDMAN,1
2441,BAUGHMAN,1
2442,BILGRI,1
2443,ECKSTEIN,1
2444,GIROUX,1
2445,TOMASH,1
2446,MERKEL,1
2447,DOERR RAYMOND R,1
2448,RUEHLE,1
2449,BREIT,1
2450,PINKHAM,1
2451,CARTER-JONES,1
2452,ARGANBRIGHT,1
2453,SINCLAIR,1
2454,STEVEN W. JONES,1
2455,"JABAT, INC.",1
2456,SYREINI,1
2457,SPAULDING,1
2458,OHLEMEIER/STRATTON,1
2459,DANIELS,1
2460,YOUKEY,1
2461,"STANLEY, DAVEY L",1
2462,REINHART,1
2463,LEE HAROLD SWARTHOUT,1
2464,SABRELINER CORP.,1
2465,DICKSON,1
2466,BENNETT RA OLIVER,1
2467,ECKER,1
2468,JEFFS,1
2469,BIRTCH,1
2470,IAR SA BRASOV,1
2471,LEMUEL MAY,1
2472,SCHROEDER,1
2473,WOOD/THORPE,1
2474,BRACKEN,1
2475,WILLIAM K. CRAWFORD,1
2476,HENES,1
2477,AMMETER,1
2478,MOONEY AIRCRAFT CORP,1
2479,WHITLOCK,1
2480,GLASSIC COMPOSITES,1
2481,MANOUCHER,1
2482,SELBY DEAN,1
2483,STAMSTA,1
2484,CHERKAS,1
2485,BEYERS,1
2486,STEPHEN,1
2487,BOWLES,1
2488,BERRY,1
2489,WAHL,1
2490,"PETTIGREW, RICHARD",1
2491,SENIOR AERO SPORT,1
2492,UTTERBACK,1
2493,CONTINENTAL,1
2494,BEAGLE AIRCRAFT,1
2495,TRUITT PETER,1
2496,STARKE,1
2497,MONG SPORT,1
2498,RAYAN,1
2499,STARFIRE,1
2500,NASH CASSUTT RACER,1
2501,PLAYMATE,1
2502,OLDFIELD,1
2503,BAC,1
2504,ARCTIC,1
2505,MIGNET,1
2506,MCCALL,1
2507,CHRISTIAN,1
2508,GREGG,1
2509,MCCLARY,1
2510,MIDGET,1
2511,NA,1
2512,SOUTHERN AIRMOTIVE CORP SAC,1
2513,PETER CLARK,1
2514,BELLANCE,1
2515,RYAN AERONAUTICS,1
2516,CLANCY,1
2517,FUNK AIRCRAFT CO.,1
2518,DAUNTLESS,1
2519,TIFFT-V,1
2520,AMERICAN YANKEE,1
2521,CURTIS,1
2522,BEACHNER,1
2523,SONS MUSTANG,1
2524,ROCKWELL COMDR,1
2525,NIHON,1
2526,FAIRCHILD HILLER,1
2527,SMITH MINI,1
2528,NORD AVIATION,1
2529,CROOK,1
2530,MCKINLEY EAA,1
2531,SPEZIO,1
2532,PIPER-AEROSTAR,1
2533,JURCA,1
2534,MARTIN-PITTS,1
2535,AVRES CORP.,1
2536,GRUM AMER,1
2537,STAMPE RENARD,1
2538,TAILWIND,1
2539,AEROTEK-PITTS,1
2540,HARTMAN,1
2541,AERONCA CHAMPION,1
2542,COOT,1
2543,JUNIOR ACE,1
2544,BOWERS FLYBABY,1
2545,FAIRCHILD/SWEARINGEN,1
2546,FLITECRAFT,1
2547,FOSTER,1
2548,NAVY,1
2549,TANKE,1
2550,WAINSCOTT,1
2551,KEN BROCK,1
2552,SAVILLE HUMMER,1
2553,COUGAR,1
2554,VOLKSPLANE,1
2555,ROCKWELL INT'T,1
2556,E.L. CRAIG,1
2557,EIPPER-FORMANCE,1
2558,C. EFF,1
2559,J.A.MULLAN,1
2560,ARCTIC AIRCRAFT,1
2561,"JOHNSON, DOUGLAS L.",1
2562,SHORT BROS.,1
2563,FROEHLICH,1
2564,MCDONALD DOUGLAS,1
2565,LONG-EZ,1
2566,VARI-EZE,1
2567,BENNET,1
2568,CONSOLIDATED AERO,1
2569,MONG,1
2570,OMAC,1
2571,AUSTIN,1
2572,EIPPER MX II QUICKSILVER,1
2573,HALLQUIST,1
2574,AERONCA CHAMP,1
2575,Q-BERRY,1
2576,OAR,1
2577,CORBEN,1
2578,SONERAI,1
2579,CONDOR,1
2580,EAA,1
2581,VON BERG,1
2582,DRAGON FLY,1
2583,LAWSON SPECIAL,1
2584,WAYNE ISON,1
2585,LINDGREN EVANS,1
2586,FALKENTHAL,1
2587,VILLINE'S,1
2588,PETER A. GEISER,1
2589,FRANZ,1
2590,SHANNON,1
2591,RILEY,1
2592,GREAT LAKES AIRCRAFT COMPANY,1
2593,UTVA,1
2594,EIBEN THEODORE,1
2595,JERALD F. HUFFMAN,1
2596,SARGENT JONATHAN,1
2597,HOLMGREEN,1
2598,BAGGETT,1
2599,PIPPERT,1
2600,HUDSPETH SHAWN D,1
2601,RICHARD F. SHELDON,1
2602,HARRY D. MILLER,1
2603,"MORGAN, MARVIN R.",1
2604,JIM GARRISON,1
2605,FOLEY JAMES,1
2606,"QUAD CITY ULTRALIGHT, LLC",1
2607,AIRBORNE WINDSPORTS LTD,1
2608,TANKER,1
2609,C.W CRANE,1
2610,WAMPOLE,1
2611,FORTUNA,1
2612,CODDING/FLUNO,1
2613,HUFF,1
2614,"AEROSTAR, S.A",1
2615,RON BURLEIGH,1
2616,PORTER,1
2617,SPITTLER,1
2618,BUSSEY,1
2619,PIGGOTT,1
2620,MEYERS AIRCRAFT CO.,1
2621,VELTMAN,1
2622,STAMPE,1
2623,HOYT,1
2624,FRISBY,1
2625,HEDEMAN,1
2626,OLREE ROBERT,1
2627,BROWN FLOYD L,1
2628,AGETON,1
2629,PARSONS,1
2630,AMORDE,1
2631,CLEBERG,1
2632,COLTRIN,1
2633,CUTLER,1
2634,HADWISE,1
2635,STEINBAUM,1
2636,BURKHART-GROB,1
2637,PEAY,1
2638,"VAN'S AIRCRAFT, INC",1
2639,GRAY JACK,1
2640,FORNEY,1
2641,HANSON GERALD,1
2642,HILLERY W. GRICE,1
2643,LUCIANI,1
2644,LIDGARD,1
2645,WROBLEWSKI,1
2646,ROBERT J. JACKSON,1
2647,DOGGETT JACK,1
2648,DUTTON,1
2649,STEVENSON,1
2650,WALTZ,1
2651,BILLINGS/HUMBYRD,1
2652,JAMES L. STRINGFELLOW,1
2653,ROSENBAUM,1
2654,SANDALL EVAN R,1
2655,BECERRA,1
2656,PIAGGIO INDUSTRIE,1
2657,BURK,1
2658,ZAVERTON ELMER,1
2659,"SHERMAN JOHN, H",1
2660,EVERETT,1
2661,BISHOP THOMAS W,1
2662,TOLSMA TONY G,1
2663,GADBOIS,1
2664,INGRAHAM,1
2665,OGDEN AUBREY D,1
2666,POLCYN,1
2667,PIETSCH,1
2668,CAYWOOD,1
2669,BRUCE E. HOTZ,1
2670,DUFFY/WAGNER,1
2671,HARRISON ROBERT J.,1
2672,EDWARDS,1
2673,AC MFG & DEV'T CO,1
2674,BARNETT,1
2675,DWAYNE SMITH,1
2676,PAVLIGA,1
2677,NORTH AMERICAN AVIATION DIV.,1
2678,ROBERT J. GOODYEAR,1
2679,MONOCOUPE AIRCRAFT,1
2680,JOHNSON-WHITTMAN TAILWIND,1
2681,NEAL ANDERSON,1
2682,PZL WARZAWA-CNPSL,1
2683,SARGENT,1
2684,DAHLSTROM - PIEL EMERAUDE,1
2685,CARLSON AIRCRAFT,1
2686,HARMS,1
2687,MCCAIN,1
2688,YAMOKOSKI,1
2689,HANEK,1
2690,PRESLEY,1
2691,LAMONT,1
2692,KEITH,1
2693,GLEASON,1
2694,BRADFORD HAINES,1
2695,PYRAMID,1
2696,CREED,1
2697,GRAFTON,1
2698,DALLMEYER,1
2699,HARMEL,1
2700,MICHAEL MONEYHAN,1
2701,CHAMBERLAIN,1
2702,COLSON/GOODBREAD,1
2703,SWING BRIAN S,1
2704,CRAIG,1
2705,LEE KOLB,1
2706,HOPKINS,1
2707,ROSNER,1
2708,MRAZEK,1
2709,BARR,1
2710,"ALLIED AG CAT PRODUCTIONS, INC",1
2711,CLARK/LOKEN,1
2712,MITCHELL,1
2713,CURL,1
2714,RANKIN,1
2715,RAND ROBINSON ENGINEERING,1
2716,YOUNG,1
2717,PZL-MIELEC,1
2718,DAVID S ROBBINS,1
2719,ALLEGRO,1
2720,HERBERT O. KELLERMAN,1
2721,GRIMES,1
2722,KIRBY,1
2723,MUELLER,1
2724,KELLEY,1
2725,SWEENEY,1
2726,WAGNER,1
2727,JABIRU AIRCRAFT,1
2728,MCDANIELS,1
2729,JESKA,1
2730,HITCHENS,1
2731,MENDENHALL,1
2732,ROLLADEN-SCHNEIDER,1
2733,MALOTT,1
2734,HELMETAG,1
2735,LANFORD,1
2736,HAROLD VANDER,1
2737,HELMER,1
2738,MAHONEY,1
2739,ESPINAL,1
2740,TAPLIN,1
2741,STYS,1
2742,BRENT W. BROWN,1
2743,KEARN,1
2744,ELLIOTT QUAD CITY ULTRALIGHT,1
2745,THEORDORE JANKOWSKI,1
2746,RONALD D. MURRAY,1
2747,EKLUND,1
2748,AGIN JEFFREY T,1
2749,CROKE,1
2750,"BAKER, TIMITHY",1
2751,FLAGLOR,1
2752,BARNARD,1
2753,"CHEVRIER, ARMAND",1
2754,RUPP,1
2755,BANGHAM,1
2756,INDUS AVIATION,1
2757,HELIOTECH,1
2758,HUNTINGTON,1
2759,LABARRE,1
2760,VILLARUBIA,1
2761,PERGERSON,1
2762,WSK-PZL WARZAWAOKECIE,1
2763,RALPH SANDERS,1
2764,KENETIC AVIATION,1
2765,BALKEMA,1
2766,"WATERWINGS, INC",1
2767,WOOLLEY JOHN A,1
2768,LINWOOD R. LAWRENCE,1
2769,LEE,1
2770,PARKS,1
2771,MARLAND E DAVIS,1
2772,PITROLO,1
2773,ELY,1
2774,SCHMIDT,1
2775,POTTS,1
2776,M.C. THOMAS,1
2777,FREY,1
2778,CARILLON JOHN C,1
2779,WRAGG GEORGE,1
2780,LOEHLE AIRCRAFT CORP,1
2781,HUTCHINSON KENNETH A,1
2782,TOMPKINS,1
2783,OWEN,1
2784,AVIOCAR CASA,1
2785,POE G L/POE S Y,1
2786,HERONIMUS KEVIN A,1
2787,WALTMAN THEODORE J,1
2788,SADLER TERRY,1
2789,CAMPBELL JOHN,1
2790,HARRY L. WEBER,1
2791,ESSELSTYN CHUCK,1
2792,JOHNSTON WILLIAM ALFRED JR,1
2793,BRINKERHUFF GERALD G,1
2794,RIVERS WILLIAM J,1
2795,LUDWIG LARRY E,1
2796,COMBS DALE B,1
2797,SPINK ROBERT M,1
2798,MICHAEL CANS,1
2799,JANTZEN,1
2800,FEHLNER-SHELTON,1
2801,BINS TOM,1
2802,BUNKER,1
2803,PAYNE/FOSTER,1
2804,QUESTAIR INC,1
2805,TUBBS S/PERFORMANCE,1
2806,WOOLSTON GLENN E,1
2807,"VAN'S AIRCRAFT, INC.",1
2808,SPECTRUM,1
2809,VICARI,1
2810,SHERMAN CRAIG W,1
2811,DURLING JAMES,1
2812,VEATCH,1
2813,LARSON KEN W,1
2814,BREWSTER,1
2815,CONCANNON MILTON,1
2816,HAINES JOSEPH E,1
2817,M7AERO,1
2818,RIFFEL JERRIS L,1
2819,KARIBIAN HURANT,1
2820,PETER A LAND,1
2821,CONE JAMES A,1
2822,DACEY,1
2823,MARK DIVITA,1
2824,MCARTHUR,1
2825,GRAFF WILBUR C,1
2826,HOUTS,1
2827,BERGER MICHAEL A,1
2828,BOMBARDIER LEARJET CORP.,1
2829,MAS EVENTS,1
2830,GARZA,1
2831,LIBERTY AEROSPACE INCORPORATE,1
2832,CRAIN JAC A,1
2833,HAYCRAFT,1
2834,STROUT FRANK,1
2835,RAGONESE TIM,1
2836,LESTER ROBERT E,1
2837,SKEETER,1
2838,BRICE RON,1
2839,ELKIND BRUCE,1
2840,EMERAUDE,1
2841,SADLER TERRY A,1
2842,BOEHLKE KEVIN P,1
2843,GRIMM,1
2844,REICH,1
2845,GERNER,1
2846,NEW KOLB AIRCRAFT CO,1
2847,JOY AVIATION LTD,1
2848,ENBODY FRANK,1
2849,SANDERSON,1
