,Make,count
2850,BUTLER JOHN R,1
2851,MCADAM W E,1
2852,HANEY JOHN F B,1
2853,INTERPLANE S R O,1
2854,BROCHETTI LOUIS,1
2855,TACCHI TORELLO F,1
2856,ECKENRODE CARL J,1
2857,NUSBAUM,1
2858,SIGMON HARVEY E,1
2859,CASLER SCOTT,1
2860,PIAGGIO AERO INDUSTRIES SPA,1
2861,JUVE RICHARD G,1
2862,BRAY VERLE G JR,1
2863,FENTON,1
2864,ANATRA BART T,1
2865,WING JOHN R,1
2866,NUSE GEORGE,1
2867,THOMPSON TOMMY W,1
2868,SHOOK,1
2869,CROSLEY,1
2870,SHAW DOUGLAS WAYNE,1
2871,KOTH LARRY,1
2872,NICHOLS,1
2873,"AIR TRACTOR, INC.",1
2874,JACOBS,1
2875,LEATHERMAN KARL L,1
2876,HENDRICKS GEORGE DAVID JR,1
2877,VANDENBURG,1
2878,CLABAUGH ROBERT R,1
2879,ALIEV BULENT,1
2880,LEMOND,1
2881,RICHARD,1
2882,BAKER WAYNE,1
2883,KEESLER,1
2884,BOSONETTO,1
2885,KLEMP GREGORY J,1
2886,INHOFE/ DAVIS,1
2887,SCHAFFER GARY W,1
2888,RAY AERIAL SPRAYING,1
2889,BARKER A E,1
2890,ABBEY VICTOR,1
2891,COUVILLION,1
2892,BINKLEY RICHARD,1
2893,KOEN LANCAIR,1
2894,"WINGTIP TO WINGTIP, LLC",1
2895,FESSENDEN ALFRED,1
2896,HITCHCOCK,1
2897,DOTSON WILLIAM P,1
2898,GARDAN,1
2899,MALKIN ROY K,1
2900,HANSEN IB C,1
2901,FLOURNOY MARTIN R,1
2902,HOSKINS,1
2903,GRUMMAN AIRCRAFT,1
2904,AERO AT SP ZOO,1
2905,CLAMAR FLOATS INC,1
2906,RUSK,1
2907,SIEBER PAUL P,1
2908,REDDING DAVID,1
2909,KAMTZ RUSSELL H,1
2910,TRUSTY,1
2911,"TAFT, MALCOLM J SR",1
2912,MARKS CA III,1
2913,CONNER LEROY,1
2914,BOWLEY,1
2915,KENDALL W R/MCLAUGHLIN J,1
2916,WILEY C W,1
2917,NELSON DAN H,1
2918,WORLEY DENNIS,1
2919,SHANNON JAMES A JR,1
2920,SONEX / JOHN D. MCCARTER,1
2921,BURTNER CHARLES W,1
2922,ANDREW MCKIMMON,1
2923,PORBECK JOHN M,1
2924,AEROSPORT LTD,1
2925,ATTAWAY ROBERT H,1
2926,NELSEN LYNN H,1
2927,DIDIER SIFFER (E-AB),1
2928,FERGUSON AIRCRAFT,1
2929,HODGES SAMUEL J,1
2930,GLASAIR AVIATION LLC,1
2931,RICHMOND JIM R,1
2932,STEVENS R P/MCCRIGHT D W,1
2933,EVANS ROBERT W SR,1
2934,BOWIE RICHARD,1
2935,P&M AVIATION,1
2936,QUAD CITY ULTRALIGHT CORP,1
2937,SUMINSKI WALTER M,1
2938,JUNEAU (ZENITH AIRCRAFT CO),1
2939,MITCHELL DAVID N,1
2940,VERTICAL UNLIMITED LLC,1
2941,CANO DAVE,1
2942,HENDRYX STEVE/WILEY ROSS,1
2943,RANS DESIGNS INC,1
2944,REINBOLDT RICHARD A,1
2945,T&T AVIATION INC,1
2946,EDWARDS DOUGLAS L,1
2947,MCDONALD LYNN B,1
2948,LEINEKE WALTER L,1
2949,DOVA AIRCRAFT SRO,1
2950,DARROW STEPHEN,1
2951,TAYLORCRAFT CORP,1
2952,HAMLIN JOHN D,1
2953,DAVIDSON,1
2954,"SKY INTERNATIONAL, INC.",1
2955,POLARIS,1
2956,MILLS,1
2957,QUASAR ACFT CO LLC,1
2958,MOYES,1
2959,FLOYD JOSEPH B,1
2960,EVENS,1
2961,NICHOLSON,1
2962,CHRISTIANSEN DON E DO,1
2963,SLOAN ROGER D,1
2964,HURLEY RICHARD A,1
2965,WRIGHT B FLYER INC,1
2966,MCFARLAND WM H,1
2967,HALL JEFFREY,1
2968,FURRU DONALD JEFFREY,1
2969,GARRETT,1
2970,SCHNEIDER JOHN W,1
2971,MCLEOD ALAN,1
2972,PAULISTINHA  56-C1,1
2973,KOLB AIRCRAFT CO,1
2974,EBERLE JOHN S,1
2975,LEE PAUL,1
2976,MUDGE RAY,1
2977,QUAD CITY ULTRALIGHTS,1
2978,EASTON,1
2979,ARVOLD JORDON R,1
2980,LAKE JOHN K,1
2981,BROWN MITCH,1
2982,HANSEN,1
2983,FAIRLEY GOOCH,1
2984,HOLLOMAN L B/HOLLOMAN E M,1
2985,MOORE EDWARD R,1
2986,PITCAIRN,1
2987,SCHOEPFLIN,1
2988,"HALDERMAN, FLOYD G.",1
2989,HALL DON H,1
2990,SEYMOUR,1
2991,RIDGE LOWELL H,1
2992,"SCHWEIZER, N36289",1
2993,YAMOKOSKI WILLIAM,1
2994,CANTLON,1
2995,NELSON MILES,1
2996,BAYLISS MILTON A III,1
2997,"MOONEY AIRPLANE COMPANY, INC.",1
2998,"JOSEPH C. ANDREWS, JR.",1
2999,LEE OSCAR D III,1
3000,BORDELON BRUCE,1
3001,GRUMMAN ACFT ENG COR,1
3002,SAVAGE AIR LLC,1
3003,WILLIAMS JOHN,1
3004,CROSS DAVID L,1
3005,FECHTNER,1
3006,SANTANA,1
3007,RISTINE,1
3008,GAGE,1
3009,JAMES H BERARD,1
3010,GN-1 AIRCAMPER,1
3011,SACKMAN,1
3012,ISON AIRCRAFT,1
3013,DYKAS,1
3014,BOUGHNER,1
3015,BRUCE M BARRETT,1
3016,FREDERICK,1
3017,JDT MINI-MAX LLC,1
3018,SATER,1
3019,US LIGHT AIRCRAFT CORP,1
3020,SPACKMAN,1
3021,CENTRAL OHIO DRAGONFLY CLUB,1
3022,SORENSEN,1
3023,WALLER CHARLES R,1
3024,LAWSON RON,1
3025,"JABIRU USA SPORT AIRCRAFT, LLC",1
3026,REDD TOM,1
3027,BRIAN P NORTH,1
3028,RADLEY VINCENT,1
3029,MCHENRY GEORGE B JR,1
3030,SCOTT,1
3031,MCDANIEL,1
3032,LAWSON J/BOWIE R/SMITH M,1
3033,GREEN GARY E,1
3034,HANSEN DAVID DANIEL,1
3035,LSA AMERICA INC,1
3036,MERRITT LESLIE R,1
3037,AUMAN JL,1
3038,RUSSOM ROY G,1
3039,JEFFAIR,1
3040,BATES,1
3041,BEHNE,1
3042,QUICKSILVER MFG,1
3043,BARNEY,1
3044,STEWART MW/STEWART JD,1
3045,KUNDEL,1
3046,MCCLEERY,1
3047,DAVIS MARK,1
3048,HENRIE RAYMOND,1
3049,KEUTHAN,1
3050,TEAM INC,1
3051,SANDERS BEN G III,1
3052,WOOD,1
3053,MOULTON HOWARD WELLS,1
3054,BEAUDRY PHILLIP,1
3055,MUELLER MICHAEL WALTER,1
3056,MACE JUSTIN I,1
3057,VELLINE'S,1
3058,CASHMER PHILIP M,1
3059,YOUNG ROBERT HERMAN,1
3060,ALBRIGHT STAN,1
3061,"SWIFT MUSEUM FOUNDATION, INC.",1
3062,JEFFKO,1
3063,PURTEE KEVIN M,1
3064,ANDERSON JOHN H,1
3065,BECKERT BRUCE A,1
3066,CAMPBELL DAVID,1
3067,BERRY DEAN,1
3068,GALLOWAY/WARD,1
3069,GUTIERREZ PABLINO,1
3070,DONALD K STOVALL,1
3071,LUTTENBACHER KURT,1
3072,RISHER JIMMY E,1
3073,POOL,1
3074,STAUDACHER HYDROPLANES,1
3075,HUNTER,1
3076,RICE LEO B,1
3077,TROYER,1
3078,MARLEY,1
3079,ROTHERWICK HR,1
3080,SHIVER,1
3081,DIAL DAVID L,1
3082,"BELCHER, GERALD C",1
3083,SHEPARD JIMMY D JR,1
3084,WAGGONNER,1
3085,LYDON PATRICK F,1
3086,SHOUP RONALD R,1
3087,TUCKER-HURNI,1
3088,TOMAN JACK JR,1
3089,T BIRD GOLDEN CIRCLE AIR INC,1
3090,WALLING,1
3091,OLIVER JOSEPH,1
3092,SAPP LARRY E,1
3093,WIELT,1
3094,WEJEBE JOSE,1
3095,WILLERTON,1
3096,STANLEY B E,1
3097,NELSON SYDNEY/NELSON DIANN,1
3098,MANZITTO MICHAEL A,1
3099,TIGER AIRCRAFT LLC,1
3100,GLASS ROY L,1
3101,WILLOUGHBY PETE A,1
3102,PRENDERGAST JOHN/VANS,1
3103,HEISER ROBERT C JR,1
3104,MOODY-SIPLE,1
3105,BEECHCRAFT CORPORATION,1
3106,MAYS,1
3107,BUMFORD-ROYER,1
3108,LEAGUE,1
3109,CLIFTON,1
3110,AEROS LTD/SKYRANGER AIRCRAFT,1
3111,SMITH ALLEN,1
3112,MOYES B/BAILEY B,1
3113,NORTH AMERICAN ROCKWELL,1
3114,REHN,1
3115,FIELDS MIKE,1
3116,STEVEN BORNSTEIN/THOMAS WHITTA,1
3117,BADEAUX,1
3118,WILKINSON LORIN L,1
3119,LEDER JOHN A,1
3120,SHOREY TIMOTHY A,1
3121,JONES PETER M,1
3122,MURRAY RICHARD F,1
3123,BUNCH,1
3124,TACKABURY,1
3125,LOFLIN,1
3126,DOPPELT FREDRIC F,1
3127,SC IAR SA BRASOV,1
3128,SEIBERT ROBERT M,1
3129,CHAPMAN MARK A,1
3130,CHAMBERLAIN GERALD,1
3131,BRENHOLT LARRY R,1
3132,HEREM,1
3133,AEROTREK,1
3134,LUTERS ARNIS V,1
3135,NAPPI TITO C,1
3136,BURLEIGH,1
3137,HOYLE,1
3138,BRUMBAUGH B/KASOWSKI L,1
3139,BALDWIN,1
3140,WALTERS,1
3141,WESTCOTT,1
3142,PITTMAN EDDIE G,1
3143,WALLS CRAIG C,1
3144,THOMAS SCOTT,1
3145,PIPER PAWNEE,1
3146,PHILLIPS WILLIAM L,1
3147,FLOWER ROGER P,1
3148,AMEN,1
3149,GRIFFITHS JAMES SYDNEY,1
3150,BOWLES CHRIS,1
3151,ROETMAN RYLAND K JR,1
3152,BARNEY OLDFIELD AIRCRAFT CO,1
3153,PETERSON-FEDER-SPLINTER,1
3154,"CONSOLIDATED AERONAUTICS, INC.",1
3155,FISHER HAROLD R,1
3156,EDSON ROBERT W,1
3157,HENRY SLOSING,1
3158,CAMERON,1
3159,SOUTHERN AIRMOTIVE CORP.,1
3160,NEPHEW ALAN H,1
3161,WICKS AIR CENTER LLC,1
3162,LOCKWOOD AIRCRAFT CORP,1
3163,YOUNKIN J R,1
3164,AUGUSTINE DAVID L,1
3165,AIR GULFSTREAM AIRLINES INC,1
3166,ENGLISH ELECTRIC LIGHTNING,1
3167,ROBERT WOOD,1
3168,PARADISE USA LLC,1
3169,BUDD,1
3170,KRUSMARK DAVID HOMER,1
3171,HALLBAUER,1
3172,TAIL FEATHER LLC,1
3173,MAHRE,1
3174,PILATUS BRITTEN-NORMAN,1
3175,HUBER HARTMUT,1
3176,LYMAN RANDALL/SCOTT DAVID,1
3177,HOOVER FRANK,1
3178,DASSAULT FALCON,1
3179,YOUNG DEE C,1
3180,FOSTER JOHN,1
3181,ZENITH AIRCRAFT CO,1
3182,SAUER,1
3183,LINKE,1
3184,MALONE HENRY O,1
3185,AEROMOT,1
3186,RITTAL ALFRED TIMOTHY,1
3187,C A TECNAM SRL,1
3188,FRAZIER,1
3189,DUKE PAUL,1
3190,MCKENNA JAMES E,1
3191,DUSENBERRY MARK J,1
3192,BUTLER AIRCRAFT COMPANY,1
3193,MATESKON,1
3194,CRAWFORD ALAN R,1
3195,BERIEV AIRCRAFT COMPANY,1
3196,CASE RICHARD L,1
3197,TURPEN,1
3198,CRUZ,1
3199,GOTTELT HERBERT R,1
3200,SKISTMAS GEORGE,1
3201,ARGENCE ENAS A.,1
3202,FUJI,1
3203,GOLDEN CIRCLE,1
3204,ELKINS,1
3205,STEELE SAMUEL D,1
3206,CLOPTON AERO LLC,1
3207,LEZA LOCKWOOD,1
3208,MATHIS MELVIN R,1
3209,MORRISON JOSEPH,1
3210,VAN DUSEN JOHN M,1
3211,RATCLIFFE JOHN A,1
3212,LOPEZ PHILLIP,1
3213,CUPAIOLE,1
3214,CENTER CHARLES C,1
3215,STUTESMAN CHARLES LEE,1
3216,STROUP ROBERT,1
3217,SAAB-SCANIA,1
3218,COSTRUZIONI AERONAUTICHETECNAM,1
3219,COTTER,1
3220,TUPOLEV,1
3221,DALIN RONALD K,1
3222,ANKERSTAR BRADLEY D,1
3223,REED WILLIAM A,1
3224,BIBBEE,1
3225,KRAMER CLEMENS E,1
3226,TRUE FLIGHT HOLDINGS LLC,1
3227,NEW STANDARD,1
3228,CROSS-CAPPS,1
3229,HARDIE JAMES D,1
3230,LOEHR THOMAS H,1
3231,SHAW,1
3232,WILLIAMS YAKOVLEV,1
3233,TERRELL CARAGOL,1
3234,KELLER,1
3235,SCHAFER,1
3236,LACOUR,1
3237,SCHULKE,1
3238,MONROIG PEDRO J,1
3239,MUFFETT,1
3240,TARANTOLA LEONARD,1
3241,ALON AIRCOUPE,1
3242,SUTTON,1
3243,STUMP,1
3244,FREDERICKSON CHARLES A,1
3245,SMITH EDWARD I,1
3246,MIGAS,1
3247,KJONAAS,1
3248,WALSH PHILIP J,1
3249,CARR,1
3250,FERGUSON WILLIAM C,1
3251,KINNEY KEVIN,1
3252,DANIEL L PATRICK,1
3253,LEWIS JENNINGS,1
3254,LEIGH,1
3255,CHRISTOPHER,1
3256,LAYSON STANLEY B,1
3257,WEATHERHEAD PETER L,1
3258,WOHNOUTKA STEVEN M,1
3259,THOMPSON DAVID,1
3260,NALIS,1
3261,THOMAS C. PIPER,1
3262,BENDER,1
3263,LEWIS KEITH O,1
3264,NOLES VANCE L,1
3265,BARBER JOHN A,1
3266,SHULTZ JEFFREY D,1
3267,NOORDUYN,1
3268,MID-SOUTH CUSTOM CRAFT INC,1
3269,ANTARES,1
3270,COX JOHN WILEY,1
3271,LEIDER,1
3272,MARVIN FAULK,1
3273,WEISS,1
3274,FOGLIO,1
3275,JAMES O'BERT,1
3276,MICHAEL J. KOHOUT,1
3277,SCHENDL,1
3278,DIEHL,1
3279,PETERSON ALLEN L,1
3280,HUSTON CHARLES D,1
3281,SMITH BRET B,1
3282,TERATORN,1
3283,SORENSON,1
3284,INIZIATIVE,1
3285,YAKOVLEV/DAY,1
3286,CHATHAM ROBERT M,1
3287,HARDEN,1
3288,SMITH ALBERT F,1
3289,THROCKMORTON MATTHEW E,1
3290,HUBBELL,1
3291,WERMLING,1
3292,CLARKE COLIN A,1
3293,DREYER,1
3294,CHRIS MITCHELL,1
3295,NORTH AMERICAN/VICTORIA MNT LT,1
3296,HUMMELBIRD,1
3297,STUCKER VIRGIL A,1
3298,JENKINS JACK,1
3299,MAYO,1
3300,DRESSEN DONALD L,1
3301,BROWN THOMAS E,1
3302,WSK-PZL MEILEC,1
3303,BOND NEAL O,1
3304,VOLLENWEIDER R/HURST R F,1
3305,REWEY WILLIAM M,1
3306,BROWN JOSEPH B JR,1
3307,DEKKINGA,1
3308,JAMES B. TAPLIN,1
3309,MEYER ROBERT,1
3310,UNDERLAND/GROTHE/FINSTROM,1
3311,STONE,1
3312,MYERS DONALD E,1
3313,WARNER LEWIS,1
3314,FORSTER,1
3315,HAHN,1
3316,WRIGHT BRUCE M,1
3317,HALBERT JAMES H,1
3318,BLUM MATTHEW,1
3319,KEITHLEY THOMAS E,1
3320,SWALLEY MARK H,1
3321,HEBERT,1
3322,SIERRA,1
3323,CURTIS JOHN P,1
3324,BROWN,1
3325,MORGAN JAMES E,1
3326,PAUL B. JOHNSON,1
3327,FISHER MICHAEL H,1
3328,TOLBERT ROBERT R,1
3329,CORVUS,1
3330,CRISMAN,1
3331,PILGRIM SAMUEL W JR,1
3332,BROWN MICHAEL,1
3333,DART,1
3334,STIRLING,1
3335,PIONTKOWSKI,1
3336,BOEING OF CANADA/DEHAV DIV,1
3337,LOBB KENNETH,1
3338,HOOPER JAMES A,1
3339,KOCIEMBA ROBERT H,1
3340,STUMP BRADLEY,1
3341,TIDD WESLEY,1
3342,LAURIENZO GABRIEL A,1
3343,PONGRACZ JOHN M,1
3344,GRAHN J/GRAHN G,1
3345,FROM HERE TO THERE PDQ INC,1
3346,"MORSE, FRANK L.",1
3347,JETPROP DLX PIPER,1
3348,HAGER CLINTON RAY,1
3349,SWEZEY T/MOLNAR D,1
3350,SOUTHERLAND,1
3351,LANSDORF,1
3352,NORTH AMERICAN/SCHWAMM,1
3353,GEARN GEARY D,1
3354,CARLO ROBERT,1
3355,HALBROOK,1
3356,HAWKER-BEECHCRAFT CORPORATION,1
3357,SWIEZY,1
3358,KENNEDY,1
3359,HAEUSSLER RAY,1
3360,EASLER KELLY,1
3361,WELCH THOMAS,1
3362,SCHAEFER,1
3363,ALLEN RAYMOND H,1
3364,GIORGIO ANTHONY J,1
3365,RARDIN WILLIAM I,1
3366,FERKIN,1
3367,LANTZ,1
3368,CULVER GLENN,1
3369,WALKER LOUIE H,1
3370,HARVEY PATTEN,1
3371,BEAN R E/R B WELD INC,1
3372,MCFARLAND BILL,1
3373,CARLESIMO,1
3374,WEDDINGTON,1
3375,KEVIN WILKINSON,1
3376,GRUMMAN AMERICAN AVIATION CORP,1
3377,NEWMANN EDWARD W,1
3378,MARTIN CURTIS,1
3379,DRAKE RONALD A,1
3380,CONRAD THEODORE J,1
3381,MISCHKE,1
3382,NEWCOMER,1
3383,DEITZ,1
3384,BOBO CHRISTOPHER J,1
3385,AARDEMA ROBERT JOHN,1
3386,BORNE CHARLES A III,1
3387,SQUEGLIA R/WHEELER W,1
3388,ROTHERWICK,1
3389,REED,1
3390,FREDERICK R GOENNE,1
3391,DONEGAN BENTON,1
3392,MEDWAY,1
3393,WALKER KENNETH,1
3394,HUGHES J/HUGHES J,1
3395,MILLER GREGORY SCOTT,1
3396,ERTZ MARK G,1
3397,KOLB AIRCRAFT INC,1
3398,JURMU,1
3399,AVIAT AIRCRAFT INC.,1
3400,BARTHOLOMEW,1
3401,DELF TIM,1
3402,WALKER J C,1
3403,CLAUS RODNEY L,1
3404,AVIAT AIRCRAFT,1
3405,DAHLMAN-DOWER,1
3406,TEW WILLIAM P,1
3407,CHANG,1
3408,FRANKE HARRY C,1
3409,OTTERBACK NICHOLAS J,1
3410,COMBS EARL W,1
3411,DRALLE (VAN'S AIRCRAFT),1
3412,PRICHARD KEVIN,1
3413,PFOUTS ALFRED L,1
3414,HEBERT PETER J,1
3415,GETTEN MARVIN T,1
3416,WOODWARD HAROLD L,1
3417,UNREGISTERED,1
3418,CAROTHERS,1
3419,REPLOGLE,1
3420,TOMEI,1
3421,REEVES,1
3422,WILLIAM WRIGHT,1
3423,POTEZ-AIR FOUGA,1
3424,SCHLICHTMAN,1
3425,ALLARDYCE MICHAEL,1
3426,INDONESIAN AEROSPACE,1
3427,BAL-AIR INC/WAYNE JOHN K,1
3428,KENNEDY MICHAEL M,1
3429,GULFSTREAM AEROSPACE CORP.,1
3430,FLAGLOR TOM,1
3431,REARWIN,1
3432,BRITISH AIRCRAFT CORP,1
3433,NEEFJES,1
3434,QUIST,1
3435,VOLIN,1
3436,RADFORD,1
3437,BROWN NARCISSE A,1
3438,JENNINGS JOHN C,1
3439,DARROW STEPHEN A,1
3440,HOLST LAWRENCE E,1
3441,HROSIK GENE,1
3442,GINGERICH ALTON & SLAGEL DEAN,1
3443,YOST EDWIN S,1
3444,ECCKER,1
3445,PARKS J L/DREFFIN D,1
3446,MCCULLEY RONALD,1
3447,DWIGHT LOHR,1
3448,BERNHARD,1
3449,MCCULLOCH JERRY,1
3450,GLENN H CURTISS MUSEUM,1
3451,OLIVER,1
3452,ROSE-RHINEHART,1
3453,PIPER/WALLY'S FLYERS INC,1
3454,DRONE PAUL E,1
3455,CRABTREE,1
3456,WOGENSTAHL WALLACE L,1
3457,QUARTZ MOUNTAIN AEROSPACE INC,1
3458,SCHOOLEY,1
3459,MCGLASHAN,1
3460,CORNETT STEVEN M,1
3461,WORGULL,1
3462,PRIDMORE,1
3463,LAWWILL TED,1
3464,BRADSHAW,1
3465,ADAMS JOHN R JR,1
3466,HOOD JOHN SIDNEY,1
3467,SHAFFER WILLIAM C,1
3468,SMITHWICK/TREIDEL,1
3469,HOLDEN FRANK JOSEPH,1
3470,MOYNAHAN,1
3471,JORRITSMA JERROLD S,1
3472,GROSS,1
3473,QUICKSILVER AIRCRAFT,1
3474,HACHEM ZACHERY S,1
3475,AYRES CORP,1
3476,DEARMOND CLINT,1
3477,NELSON STEVEN PAUL,1
3478,SUPINSKI MARK R,1
3479,CALCOTE CLARENCE E,1
3480,WILDMAN,1
3481,RUTTER HERBERT G,1
3482,LUSCOMBE SILVAIRE AIRCRAFT CO.,1
3483,GARDNER DOUGLAS P,1
3484,HALL THOMAS K,1
3485,HENNEY MICHAEL A,1
3486,LEPOW DAVID A,1
3487,COVELL KEVIN SCOTT,1
3488,MOE-PIETENPOL,1
3489,RONALD V WHITE,1
3490,KLEMME WILLIAM H,1
3491,CENTRAL OHIO DRAGONFLY CLUBLLC,1
3492,KWECH,1
3493,HUMMEL / FINBERG,1
3494,ASHCRAFT,1
3495,SCHNEIDER,1
3496,FREEMAN,1
3497,KILISHEK GEORGE T,1
3498,HOLT HERBERT L,1
3499,RAUCH,1
3500,MOREHEAD,1
3501,YEAGER INC.,1
3502,CULLIS,1
3503,LEONARD TRUDY,1
3504,CHRIS W KLEEN,1
3505,ROBERTS ALAN W,1
3506,GOODMAN ROBERT BRUCE,1
3507,CA TECNAM SRL,1
3508,MCCAULEY GENE E,1
3509,BOAM,1
3510,GIBONEY,1
3511,SKYKITS CORPORATION,1
3512,HOLMES GARY DON,1
3513,WILDE DANIEL L,1
3514,MILLER CHARLES W,1
3515,OLIVER A BRUCE,1
3516,SHPAKOW THOMAS,1
3517,DAVIS JOHN,1
3518,TEXAS AIR VENTURES INC,1
3519,WARTH DENNIS J,1
3520,NADIG PAUL K,1
3521,MULLOY CHARLES,1
3522,BEERS,1
3523,BREWSTER FLEET,1
3524,MARSHALL,1
3525,AMERICAN CHAMPION AIRCRAFT COR,1
3526,HOLMGREEN JOHN B,1
3527,ADVERTISING MGMT & CONSULTING,1
3528,TURCK G L/DUFLO J T,1
3529,KIRKPATRICK,1
3530,DAYTON,1
3531,GLINES,1
3532,RAMMEL THOMAS W,1
3533,HEMMER,1
3534,W.H. HUNNICUTT,1
3535,CARR BRYAN,1
3536,ORLICAN S R O,1
